,Geldgeber,Kategorie,Betrag,Empfänger,Jahr,Ort,Bundesland,Branche,Schlagworte
"Parteispende:Verband der Chemischen Industrie e.V.-SPD-2009","Verband der Chemischen Industrie",Kategorie:Parteispende,"56000,00 €",SPD,2009,"Frankfurt am Main",,,
"Parteispende:Rheinmetall AG-CDU-2006","Rheinmetall AG",Kategorie:Parteispende,"14000,00 €",CDU,2006,Düsseldorf,,,
"Parteispende:Südzucker AG-CDU-2008","Südzucker AG",Kategorie:Parteispende,"30150,00 €",CDU,2008,Mannheim,,,
"Parteispende:Unternehmensverband Südöstliches Westfalen e.V.-CDU-2003","Unternehmensverband Südöstliches Westfalen e.V.",Kategorie:Parteispende,"10500,00 €",CDU,2003,Arnsberg,,,
"Parteispende:Verband der Chemischen Industrie e.V.-SPD-2003","Verband der Chemischen Industrie",Kategorie:Parteispende,"40000,00 €",SPD,2003,"Frankfurt am Main",,,
"Parteispende:Savarpa Immobilien GmbH-FDP-2015","Savarpa Immobilien GmbH",Kategorie:Parteispende,"50000,00 €",FDP,2015,Wolfenbüttel,,,
"Parteispende:Südzucker AG-CSU-2008","Südzucker AG",Kategorie:Parteispende,"11000,00 €",CSU,2008,Mannheim,,,
"Parteispende:Städtereinigung Holtmeyer GmbH & Co. KG-CDU-2001","Städtereinigung Holtmeyer GmbH & Co. KG",Kategorie:Parteispende,"11974,41 €",CDU,2001,Georgsmarienhütte,,,
"Parteispende:Verband der Bayerischen Chemischen Industrie e.V.-CSU-2005","Verband der Bayerischen Chemischen Industrie e.V.",Kategorie:Parteispende,"127500,00 €",CSU,2005,München,,,
"Parteispende:Unternehmensverband der Metall- und Elektroindustrie Sachsen e.V.-CDU-2004","Unternehmensverband der Metall- und Elektroindustrie Sachsen e.V.",Kategorie:Parteispende,"35000,00 €",CDU,2004,Dresden,,,
"Parteispende:Textil-Bekleidungsverband Nord-FDP-2007","Textil-Bekleidungsverband Nord",Kategorie:Parteispende,"15000,00 €",FDP,2007,Hannover,,,
"Parteispende:Verband der Chemischen Industrie e.V.-FDP-2007","Verband der Chemischen Industrie",Kategorie:Parteispende,"75000,00 €",FDP,2007,"Frankfurt am Main",,,
"Parteispende:TellSell Consulting GmbH-FDP-2009","TellSell Consulting GmbH",Kategorie:Parteispende,"49270,00 €",FDP,2009,"Frankfurt am Main",,,
"Parteispende:TOCOS Beteiligung GmbH-CDU-2009","TOCOS Beteiligung GmbH",Kategorie:Parteispende,"17500,00 €",CDU,2009,"Neustadt am Rübenberge",,,
"Parteispende:Verband der Chemischen Industrie e.V.-CDU-2001","Verband der Chemischen Industrie",Kategorie:Parteispende,"70436,97 €",CDU,2001,"Frankfurt am Main",,,
"Parteispende:Südwestmetall Verband der Metall- und Elektroindustrie Baden-Württemberg e.V.-CDU-2004","Südwestmetall Verband der Metall- und Elektroindustrie Baden-Württemberg e.V.",Kategorie:Parteispende,"200000,00 €",CDU,2004,Stuttgart,,,
"Parteispende:Verband der Chemischen Industrie e.V.-FDP-2017","Verband der Chemischen Industrie",Kategorie:Parteispende,"75000,00 €",FDP,2017,"Frankfurt am Main",,,
"Parteispende:Peek & Cloppenburg KG-CDU-2001","Peek & Cloppenburg KG",Kategorie:Parteispende,"20451,59 €",CDU,2001,Düsseldorf,,,
"Parteispende:Team vivendi betriebs gmbH & co. kg-CDU-2007","Team vivendi betriebs gmbH & co. kg",Kategorie:Parteispende,"12000,00 €",CDU,2007,Schleswig,,,
"Parteispende:TWB Fahrzeugtechnik GmbH & Co. KG-CDU-2009","TWB Fahrzeugtechnik GmbH & Co. KG",Kategorie:Parteispende,"18000,00 €",CDU,2009,Artern,,,
"Parteispende:Takeda Pharma GmbH-CDU-2005","Takeda Pharma GmbH",Kategorie:Parteispende,"20000,00 €",CDU,2005,Aachen,,,
"Parteispende:UBG Unternehmensberatung & Betreuung GmbH-CDU-2009","UBG Unternehmensberatung & Betreuung GmbH",Kategorie:Parteispende,"50000,00 €",CDU,2009,Marburg,,,
"Parteispende:Stadt-Parfümerie Pieper GmbH-CDU-2005","Stadt-Parfümerie Pieper GmbH",Kategorie:Parteispende,"19000,00 €",CDU,2005,Herne,,,
"Parteispende:Verband der Bayerischen Chemischen Industrie e.V.-CSU-2009","Verband der Bayerischen Chemischen Industrie e.V.",Kategorie:Parteispende,"137000,00 €",CSU,2009,München,,,
"Parteispende:Südzucker AG-GRÜNE-2005","Südzucker AG",Kategorie:Parteispende,"20000,00 €","Bündnis 90/Die Grünen",2005,Mannheim,,,
"Parteispende:Sachsen Frischprodukte GmbH & Co. KG-CDU-2008","Sachsen Frischprodukte GmbH & Co. KG",Kategorie:Parteispende,"19000,00 €",CDU,2008,Radeberg,,,
"Parteispende:Verband der Bayerischen Chemischen Industrie e.V.-CSU-2007","Verband der Bayerischen Chemischen Industrie e.V.",Kategorie:Parteispende,"73000,00 €",CSU,2007,München,,,
"Parteispende:Südwestmetall Verband der Metall- und Elektroindustrie Baden-Württemberg e.V.-CDU-2007","Südwestmetall Verband der Metall- und Elektroindustrie Baden-Württemberg e.V.",Kategorie:Parteispende,"200000,00 €",CDU,2007,Stuttgart,,,
"Parteispende:Südzucker AG-GRÜNE-2002","Südzucker AG",Kategorie:Parteispende,"23000,00 €","Bündnis 90/Die Grünen",2002,Mannheim,,,
"Parteispende:SL Windenergie GmbH-GRÜNE-2002","SL Windenergie GmbH",Kategorie:Parteispende,"12000,00 €","Bündnis 90/Die Grünen",2002,Gladbeck,,,
"Parteispende:UBG Unternehmensberatung & Betreuung GmbH-CDU-2005","UBG Unternehmensberatung & Betreuung GmbH",Kategorie:Parteispende,"15000,00 €",CDU,2005,Marburg,,,
"Parteispende:Verband der Bayerischen Chemischen Industrie e.V.-CSU-2002","Verband der Bayerischen Chemischen Industrie e.V.",Kategorie:Parteispende,"102164,00 €",CSU,2002,München,,,
"Parteispende:Südwestmetall Verband der Metall- und Elektroindustrie Baden-Württemberg e.V.-SPD-2002","Südwestmetall Verband der Metall- und Elektroindustrie Baden-Württemberg e.V.",Kategorie:Parteispende,"25000,00 €",SPD,2002,Stuttgart,,,
"Parteispende:Trumpf Werkzeugmaschinen GmbH & Co. KG-CDU-2009","Trumpf Werkzeugmaschinen GmbH & Co. KG",Kategorie:Parteispende,"51000,00 €",CDU,2009,Ditzingen,,,
"Parteispende:Norddeutsche Affinerie AG-CDU-2004","Norddeutsche Affinerie AG",Kategorie:Parteispende,"15000,00 €",CDU,2004,Hamburg,,,
"Parteispende:Südwestmetall Verband der Metall- und Elektroindustrie Baden-Württemberg e.V.-SPD-2009","Südwestmetall Verband der Metall- und Elektroindustrie Baden-Württemberg e.V.",Kategorie:Parteispende,"25000,00 €",SPD,2009,Stuttgart,,,
"Parteispende:Umweltkontor Renewable Energy-GRÜNE-2002","Umweltkontor Renewable Energy",Kategorie:Parteispende,"50000,00 €","Bündnis 90/Die Grünen",2002,Erkelenz,,,
"Parteispende:Tchibo Holding AG-CDU-2002","Tchibo Holding AG",Kategorie:Parteispende,"200000,00 €",CDU,2002,Hamburg,,,
"Parteispende:Südzucker AG-CDU-2000","Südzucker AG",Kategorie:Parteispende,"15338,70 €",CDU,2000,Mannheim,,,
"Parteispende:PH MEYER Wirtschaftsberatung GmbH & Co. KG-CDU-2009","PH MEYER Wirtschaftsberatung GmbH & Co. KG",Kategorie:Parteispende,"11500,00 €",CDU,2009,Bielefeld,,,
"Parteispende:Südzucker AG-FDP-2005","Südzucker AG",Kategorie:Parteispende,"38000,00 €",FDP,2005,Mannheim,,,
"Parteispende:Südwestmetall Verband der Metall- und Elektroindustrie Baden-Württemberg e.V.-GRÜNE-2002","Südwestmetall Verband der Metall- und Elektroindustrie Baden-Württemberg e.V.",Kategorie:Parteispende,"20000,00 €","Bündnis 90/Die Grünen",2002,Stuttgart,,,
"Parteispende:Staake Investment und Consulting GmbH-SPD-2001","Staake Investment und Consulting GmbH",Kategorie:Parteispende,"28734,01 €",SPD,2001,Braunschweig,,,
"Parteispende:Tümmels W., Buchdruckerei und Verlag GmbH & Co. KG-CSU-2004","Tümmels W., Buchdruckerei und Verlag GmbH & Co. KG",Kategorie:Parteispende,"12395,68 €",CSU,2004,Nürnberg,,,
"Parteispende:SMS GmbH-CDU-2009","SMS GmbH",Kategorie:Parteispende,"42000,00 €",CDU,2009,Düsseldorf,,,
"Parteispende:Robert Bosch GmbH-CDU-2005","Robert Bosch GmbH",Kategorie:Parteispende,"50000,00 €",CDU,2005,Gerlingen,,,
"Parteispende:Trumpf Werkzeugmaschinen GmbH & Co. KG-CDU-2006","Trumpf Werkzeugmaschinen GmbH & Co. KG",Kategorie:Parteispende,"33000,00 €",CDU,2006,Ditzingen,,,
"Parteispende:Südzucker AG-SPD-2009","Südzucker AG",Kategorie:Parteispende,"46000,00 €",SPD,2009,Mannheim,,,
"Parteispende:Trienekens AG-SPD-2000","Trienekens AG",Kategorie:Parteispende,"17895,15 €",SPD,2000,Viersen,,,
"Parteispende:SMV GmbH -CDU-2009","SMV GmbH",Kategorie:Parteispende,"10939,90 €",CDU,2009,Wittenburg,,,
"Parteispende:Textil-Bekleidungsverband Nord-FDP-2008","Textil-Bekleidungsverband Nord",Kategorie:Parteispende,"30000,00 €",FDP,2008,Münster,,,
"Parteispende:Südwestmetall Verband der Metall- und Elektroindustrie Baden-Württemberg e.V.-CDU-2006","Südwestmetall Verband der Metall- und Elektroindustrie Baden-Württemberg e.V.",Kategorie:Parteispende,"203500,00 €",CDU,2006,Stuttgart,,,
"Parteispende:Südzucker AG-CDU-2005","Südzucker AG",Kategorie:Parteispende,"73000,00 €",CDU,2005,Mannheim,,,
"Parteispende:Südwestmetall Verband der Metall- und Elektroindustrie Baden-Württemberg e.V.-SPD-2005",Gesamtmetall,Kategorie:Parteispende,"50000,00 €",SPD,2005,Stuttgart,,,
"Parteispende:Tengelmann Warenhandelsgesellschaft KG-CDU-2009","Tengelmann Warenhandelsgesellschaft KG",Kategorie:Parteispende,"15000,00 €",CDU,2009,"Mülheim an der Ruhr",,,
"Parteispende:Süd-Chemie AG-CSU-2000","Süd-Chemie AG",Kategorie:Parteispende,"17895,15 €",CSU,2000,München,,,
"Parteispende:Südwestmetall Verband der Metall- und Elektroindustrie Baden-Württemberg e.V.-SPD-2008",Gesamtmetall,Kategorie:Parteispende,"25000,00 €",SPD,2008,Stuttgart,,,
"Parteispende:OHB-System AG-CDU-2005","OHB-System AG",Kategorie:Parteispende,"11000,00 €",CDU,2005,Bremen,,,
"Parteispende:Südzucker AG-SPD-2005","Südzucker AG",Kategorie:Parteispende,"63100,00 €",SPD,2005,Mannheim,,,
"Parteispende:Semper Idem Underberg AG-CDU-2009","Semper Idem Underberg AG",Kategorie:Parteispende,"11000,00 €",CDU,2009,Rheinberg,,,
"Parteispende:Solarparc AG-GRÜNE-2005","Solarparc AG",Kategorie:Parteispende,"20150,00 €","Bündnis 90/Die Grünen",2005,Bonn,,,
"Parteispende:Südwestmetall Verband der Metall- und Elektroindustrie Baden-Württemberg e.V.-FDP-2009","Südwestmetall Verband der Metall- und Elektroindustrie Baden-Württemberg e.V.",Kategorie:Parteispende,"50000,00 €",FDP,2009,Stuttgart,,,
"Parteispende:Rheinmetall AG-SPD-2004","Rheinmetall AG",Kategorie:Parteispende,"24000,00 €",SPD,2004,Düsseldorf,,,
"Parteispende:Tchibo Holding AG-GRÜNE-2002","Tchibo Holding AG",Kategorie:Parteispende,"50000,00 €","Bündnis 90/Die Grünen",2002,Hamburg,,,
"Parteispende:Ströer City Marketing GmbH-CDU-2002","Ströer City Marketing GmbH",Kategorie:Parteispende,"11553,00 €",CDU,2002,Köln,,,
"Parteispende:STEMA Metalleichtbau GmbH-CDU-2005","STEMA Metalleichtbau GmbH",Kategorie:Parteispende,"12500,00 €",CDU,2005,Großenhain,,,
"Parteispende:Südzucker AG-CSU-2004","Südzucker AG",Kategorie:Parteispende,"13300,01 €",CSU,2004,Mannheim,,,
"Parteispende:Südwestmetall Verband der Metall- und Elektroindustrie Baden-Württemberg e.V.-SPD-2006","Südwestmetall Verband der Metall- und Elektroindustrie Baden-Württemberg e.V.",Kategorie:Parteispende,"50000,00 €",SPD,2006,Stuttgart,,,
"Parteispende:Reederei Claus-Peter Offen GmbH & Co. KG-CDU-2007","Reederei Claus-Peter Offen GmbH & Co. KG",Kategorie:Parteispende,"125000,00 €",CDU,2007,Hamburg,,,
"Parteispende:Südzucker AG-CDU-2002","Südzucker AG",Kategorie:Parteispende,"74000,00 €",CDU,2002,Mannheim,,,
"Parteispende:Südwestmetall Verband der Metall- und Elektroindustrie Baden-Württemberg e.V.-GRÜNE-2005",Gesamtmetall,Kategorie:Parteispende,"25000,00 €","Bündnis 90/Die Grünen",2005,Stuttgart,,,
"Parteispende:Südwestmetall Verband der Metall- und Elektroindustrie Baden-Württemberg e.V.-GRÜNE-2009",Gesamtmetall,Kategorie:Parteispende,"12500,00 €","Bündnis 90/Die Grünen",2009,Stuttgart,,,
"Parteispende:Rücker's Ostsee-Molkerei Wismar GmbH-SPD-2006","Rücker's Ostsee-Molkerei Wismar GmbH",Kategorie:Parteispende,"15000,00 €",SPD,2006,Wismar,,,
"Parteispende:Stadt-Parfümerie Pieper GmbH-CDU-2009","Stadt-Parfümerie Pieper GmbH",Kategorie:Parteispende,"11500,00 €",CDU,2009,Herne,,,
"Parteispende:Süd-Chemie AG-CSU-2002","Süd-Chemie AG",Kategorie:Parteispende,"13000,00 €",CSU,2002,München,,,
"Parteispende:Südwestmetall Verband der Metall- und Elektroindustrie Baden-Württemberg e.V.-SPD-2004","Südwestmetall Verband der Metall- und Elektroindustrie Baden-Württemberg e.V.",Kategorie:Parteispende,"50000,00 €",SPD,2004,Stuttgart,,,
"Parteispende:SMA Technologie AG-GRÜNE-2005","SMA Technologie AG",Kategorie:Parteispende,"22000,00 €","Bündnis 90/Die Grünen",2005,Niestetal,,,
"Parteispende:SolarWorld AG-SPD-2008","SolarWorld AG",Kategorie:Parteispende,"45000,00 €",SPD,2008,Bonn,,,
"Parteispende:Meinhardt Städtereinigung GmbH & Co. KG-CDU-2007","Meinhardt Städtereinigung GmbH & Co. KG",Kategorie:Parteispende,"10306,72 €",CDU,2007,"Hofheim am Taunus",,,
"Parteispende:Schwartauer Werke GmbH & Co. KGaA-CDU-2005","Schwartauer Werke GmbH & Co. KGaA",Kategorie:Parteispende,"25000,00 €",CDU,2005,"Bad Schwartau",,,
"Parteispende:Sheepworld AG-SPD-2008","Sheepworld AG",Kategorie:Parteispende,"11500,00 €",SPD,2008,Ursensollen,,,
"Parteispende:Schottdorf Bernd Dr. med. u. a. Gemeinschaftspraxis-CSU-2005","Schottdorf Bernd Dr. med. u. a. Gemeinschaftspraxis",Kategorie:Parteispende,"25000,00 €",CSU,2005,Augsburg,,,
"Parteispende:Rheinmetall AG-FDP-2008","Rheinmetall AG",Kategorie:Parteispende,"15000,00 €",FDP,2008,Düsseldorf,,,
"Parteispende:Hess AG Form Licht-CDU-2009","Hess AG Form Licht",Kategorie:Parteispende,"15500,00 €",CDU,2009,Villingen-Schwenningen,,,
"Parteispende:Ronal GmbH-CDU-2005","Ronal GmbH",Kategorie:Parteispende,"50000,00 €",CDU,2005,Forst,,,
"Parteispende:Robert Zapp Grundstücksverwaltung GmbH & Co. KG-CDU-2005","Robert Zapp Grundstücksverwaltung GmbH & Co. KG",Kategorie:Parteispende,"15000,00 €",CDU,2005,Düsseldorf,,,
"Parteispende:Rheinmetall AG-CSU-2005","Rheinmetall AG",Kategorie:Parteispende,"13000,00 €",CSU,2005,Düsseldorf,,,
"Parteispende:Semper Idem Underberg AG-CDU-2004","Semper Idem Underberg AG",Kategorie:Parteispende,"15000,00 €",CDU,2004,Rheinberg,,,
"Parteispende:SGL Carbon AG-CDU-2007","SGL Carbon AG",Kategorie:Parteispende,"20000,00 €",CDU,2007,Wiesbaden,,,
"Parteispende:SolarWorld AG-SPD-2009","SolarWorld AG",Kategorie:Parteispende,"25000,00 €",SPD,2009,Bonn,,,
"Parteispende:SimonsVoss Technologies AG-CDU-2009","SimonsVoss Technologies AG",Kategorie:Parteispende,"32700,00 €",CDU,2009,Unterföhring,,,
"Parteispende:Schotterwerk GmbH-CDU-2006","Schotterwerk GmbH",Kategorie:Parteispende,"10500,00 €",CDU,2006,"Freiburg im Breisgau",,,
"Parteispende:Schickedanz Vermögensverwaltung GmbH & Co. KG-CSU-2007","Schickedanz Vermögensverwaltung GmbH & Co. KG",Kategorie:Parteispende,"25000,00 €",CSU,2007,Fürth,,,
"Parteispende:Mac Mode GmbH & Co. KGaA-CSU-2008","Mac Mode GmbH & Co. KGaA",Kategorie:Parteispende,"20000,00 €",CSU,2008,Wald,,,
"Parteispende:Signal Krankenversicherung a. G.-CDU-2007","Signal Krankenversicherung a. G.",Kategorie:Parteispende,"14883,52 €",CDU,2007,Dortmund,,,
"Parteispende:Robert Bosch GmbH-CSU-2002","Robert Bosch GmbH",Kategorie:Parteispende,"25000,00 €",CSU,2002,Gerlingen,,,
"Parteispende:Schnellecke Group AG & Co. KG-CDU-2007","Schnellecke Group AG & Co. KG",Kategorie:Parteispende,"40000,00 €",CDU,2007,Wolfsburg,,,
"Parteispende:Reichenecker Holding GmbH & Co. KG-CDU-2006","Reichenecker Holding GmbH & Co. KG",Kategorie:Parteispende,"13000,00 €",CDU,2006,Metzingen,,,
"Parteispende:Scholpp Grundstücksgesellschaft b.R.-CDU-2006","Scholpp Grundstücksgesellschaft b.R.",Kategorie:Parteispende,"15000,00 €",CDU,2006,Stuttgart,,,
"Parteispende:RAG AG-CDU-2006","RAG AG",Kategorie:Parteispende,"82000,00 €",CDU,2006,Essen,,,
"Parteispende:Robert Bosch GmbH-SPD-2008","Robert Bosch GmbH",Kategorie:Parteispende,"25000,00 €",SPD,2008,Gerlingen,,,
"Parteispende:MPC Münchmeyer Petersen & Co.GmbH-FDP-2005","MPC Münchmeyer Petersen & Co.GmbH",Kategorie:Parteispende,"15000,00 €",FDP,2005,Hamburg,,,
"Parteispende:Rothenberger AG-CDU-2008","Rothenberger AG",Kategorie:Parteispende,"35000,00 €",CDU,2008,"Kelkheim (Taunus)",,,
"Parteispende:Schön Klinik Verwaltung GmbH-CSU-2008","Schön Klinik Verwaltung GmbH",Kategorie:Parteispende,"27000,00 €",CSU,2008,"Prien am Chiemsee",,,
"Parteispende:Pfizer Deutschland GmbH-FDP-2005","Pfizer Deutschland GmbH",Kategorie:Parteispende,"50000,00 €",FDP,2005,Karlsruhe,,,
"Parteispende:Paul Rauschert GmbH & Co. KG-CDU-2009","Paul Rauschert GmbH & Co. KG",Kategorie:Parteispende,"11300,00 €",CDU,2009,Judenbach,,,
"Parteispende:Rothenberger AG-CDU-2007","Rothenberger AG",Kategorie:Parteispende,"40000,00 €",CDU,2007,"Kelkheim (Taunus)",,,
"Parteispende:Q-Cells AG-GRÜNE-2005","Q-Cells AG",Kategorie:Parteispende,"19000,00 €","Bündnis 90/Die Grünen",2005,Thalheim,,,
"Parteispende:Robert Bosch GmbH-CDU-2006","Robert Bosch GmbH",Kategorie:Parteispende,"25000,00 €",CDU,2006,Gerlingen,,,
"Parteispende:Participia Holding GmbH-CDU-2005","Participia Holding GmbH",Kategorie:Parteispende,"35000,00 €",CDU,2005,Norderstedt,,,
"Parteispende:Robert Bosch GmbH-GRÜNE-2005","Robert Bosch GmbH",Kategorie:Parteispende,"13000,00 €","Bündnis 90/Die Grünen",2005,Gerlingen,,,
"Parteispende:Philip Morris GmbH-CSU-2006","Philip Morris GmbH",Kategorie:Parteispende,"10225,00 €",CSU,2006,München,,,
"Parteispende:Ostwind Verwaltungs GmbH-GRÜNE-2005","Ostwind Verwaltungs GmbH",Kategorie:Parteispende,"50000,00 €","Bündnis 90/Die Grünen",2005,Regensburg,,,
"Parteispende:Robert Jung GmbH-CDU-2009","Robert Jung GmbH",Kategorie:Parteispende,"15000,00 €",CDU,2009,Homburg,,,
"Parteispende:Philip Morris GmbH-CSU-2002","Philip Morris GmbH",Kategorie:Parteispende,"25995,00 €",CSU,2002,München,,,
"Parteispende:Rheinmetall AG-CDU-2009","Rheinmetall AG",Kategorie:Parteispende,"37500,00 €",CDU,2009,Düsseldorf,,,
"Parteispende:Philip Morris GmbH-SPD-2002","Philip Morris GmbH",Kategorie:Parteispende,"19725,00 €",SPD,2002,München,,,
"Parteispende:SAT Fluggesellschaft mbH-CDU-2002","SAT Fluggesellschaft mbH",Kategorie:Parteispende,"45000,00 €",CDU,2002,Berlin,,,
"Parteispende:Robert Bosch GmbH-FDP-2009","Robert Bosch GmbH",Kategorie:Parteispende,"40000,00 €",FDP,2009,Gerlingen,,,
"Parteispende:Robert Bosch GmbH-CSU-2005","Robert Bosch GmbH",Kategorie:Parteispende,"20000,00 €",CSU,2005,Stuttgart,,,
"Parteispende:Rickmers Holding GmbH & Cie. KG-CDU-2007","Rickmers Holding GmbH & Cie. KG",Kategorie:Parteispende,"30000,00 €",CDU,2007,Hamburg,,,
"Parteispende:Robert Bosch GmbH-CDU-2002","Robert Bosch GmbH",Kategorie:Parteispende,"100000,00 €",CDU,2002,Gerlingen,,,
"Parteispende:Märkischer Arbeitgeberverband e.V.-FDP-2000","Märkischer Arbeitgeberverband e.V.",Kategorie:Parteispende,"30677,40 €",FDP,2000,Hagen,,,
"Parteispende:Reichhart GmbH & Co. KG-CSU-2007","Reichhart GmbH & Co. KG",Kategorie:Parteispende,"10600,00 €",CSU,2007,Gilching,,,
"Parteispende:Robert Bosch GmbH-FDP-2007","Robert Bosch GmbH",Kategorie:Parteispende,"42000,00 €",FDP,2007,Gerlingen,,,
"Parteispende:Salo Holding AG-FDP-2009","Salo Holding AG",Kategorie:Parteispende,"48210,10 €",FDP,2009,Hamburg,,,
"Parteispende:Safeway Supermarkt GmbH-CDU-2000","Safeway Supermarkt GmbH",Kategorie:Parteispende,"15338,70 €",CDU,2000,Neuss,,,
"Parteispende:Pfleiderer AG-CSU-2008","Pfleiderer AG",Kategorie:Parteispende,"28000,00 €",CSU,2008,"Neumarkt in der Oberpfalz",,,
"Parteispende:Philip Morris GmbH-FDP-2002","Philip Morris GmbH",Kategorie:Parteispende,"20225,00 €",FDP,2002,München,,,
"Parteispende:Reederei Claus-Peter Offen GmbH & Co. KG-CDU-2008","Reederei Claus-Peter Offen GmbH & Co. KG",Kategorie:Parteispende,"50000,00 €",CDU,2008,Hamburg,,,
"Parteispende:Ronal GmbH-CDU-2009","Ronal GmbH",Kategorie:Parteispende,"50000,00 €",CDU,2009,Forst,,,
"Parteispende:RA-WE GmbH-CDU-2004","RA-WE GmbH",Kategorie:Parteispende,"30300,00 €",CDU,2004,Berlin,,,
"Parteispende:Robert Bosch GmbH-FDP-2006","Robert Bosch GmbH",Kategorie:Parteispende,"25000,00 €",FDP,2006,Gerlingen,,,
"Parteispende:Philip Morris GmbH-SPD-2008","Philip Morris GmbH",Kategorie:Parteispende,"18225,00 €",SPD,2008,München,,,
"Parteispende:RA-WE GmbH-CDU-2008","RA-WE GmbH",Kategorie:Parteispende,"15000,00 €",CDU,2008,Berlin,,,
"Parteispende:Rheinmetall AG-SPD-2007","Rheinmetall AG",Kategorie:Parteispende,"35000,00 €",SPD,2007,Düsseldorf,,,
"Parteispende:RG-GmbH Recycling/Rebuilding-CDU-2004","RG-GmbH Recycling/Rebuilding",Kategorie:Parteispende,"11000,00 €",CDU,2004,"Gemünden am Main",,,
"Parteispende:Peter Jungen Holding GmbH-CSU-2008","Peter Jungen Holding GmbH",Kategorie:Parteispende,"12000,00 €",CSU,2008,Köln,,,
